Estacao	Data	Hora	Precipitacao
82191	11/11/1970	1200	36
82191	12/11/1970	1200	0,8
82191	13/11/1970	1200	0,8
82191	14/11/1970	1200	24
82191	15/11/1970	1200	5
82191	16/11/1970	1200	6
82191	17/11/1970	1200	25
82191	18/11/1970	1200	38
82191	19/11/1970	1200	0,6
82191	20/11/1970	1200	0
82191	21/11/1970	1200	0,4
82191	22/11/1970	1200	15,9
82191	23/11/1970	1200	0
82191	24/11/1970	1200	5,2
82191	25/11/1970	1200	0
82191	26/11/1970	1200	0,2
82191	27/11/1970	1200	0
82191	28/11/1970	1200	0
82191	29/11/1970	1200	1,2
82191	30/11/1970	1200	2,4
82191	01/12/1970	1200	1
82191	02/12/1970	1200	0,8
82191	03/12/1970	1200	0
82191	04/12/1970	1200	2
82191	05/12/1970	1200	0,8
82191	06/12/1970	1200	0
82191	07/12/1970	1200	0
82191	08/12/1970	1200	0
82191	09/12/1970	1200	0
82191	10/12/1970	1200	2
82191	11/12/1970	1200	2
82191	12/12/1970	1200	5
82191	13/12/1970	1200	7
82191	14/12/1970	1200	0,4
82191	15/12/1970	1200	0,2
82191	16/12/1970	1200	6,8
82191	17/12/1970	1200	10,6
82191	18/12/1970	1200	8
82191	19/12/1970	1200	0
82191	20/12/1970	1200	1,2
82191	21/12/1970	1200	4,6
82191	22/12/1970	1200	6
82191	23/12/1970	1200	0,2
82191	24/12/1970	1200	1,8
82191	25/12/1970	1200	19
82191	26/12/1970	1200	0
82191	27/12/1970	1200	17
82191	28/12/1970	1200	0
82191	29/12/1970	1200	1,6
82191	30/12/1970	1200	4,2
82191	31/12/1970	1200	13,2
82191	01/01/1971	1200	6,8
82191	02/01/1971	1200	1
82191	03/01/1971	1200	0
82191	04/01/1971	1200	0
82191	05/01/1971	1200	1,6
82191	06/01/1971	1200	0,2
82191	07/01/1971	1200	22
82191	08/01/1971	1200	0
82191	09/01/1971	1200	3,2
82191	10/01/1971	1200	118,2
82191	11/01/1971	1200	1,6
82191	12/01/1971	1200	11
82191	13/01/1971	1200	4
82191	14/01/1971	1200	1,4
82191	15/01/1971	1200	13,6
82191	16/01/1971	1200	3,8
82191	17/01/1971	1200	0,4
82191	18/01/1971	1200	21,2
82191	19/01/1971	1200	13,2
82191	20/01/1971	1200	1,6
82191	21/01/1971	1200	0
82191	22/01/1971	1200	8,2
82191	23/01/1971	1200	25
82191	24/01/1971	1200	0
82191	25/01/1971	1200	5,2
82191	26/01/1971	1200	1,8
82191	27/01/1971	1200	18,4
82191	28/01/1971	1200	31,4
82191	29/01/1971	1200	2,4
82191	30/01/1971	1200	1,6
82191	31/01/1971	1200	3,6
82191	01/02/1971	1200	2,2
82191	02/02/1971	1200	0,2
82191	03/02/1971	1200	12,4
82191	04/02/1971	1200	18
82191	05/02/1971	1200	0,2
82191	06/02/1971	1200	0
82191	07/02/1971	1200	13
82191	08/02/1971	1200	13,4
82191	09/02/1971	1200	17,4
82191	10/02/1971	1200	16,5
82191	11/02/1971	1200	2
82191	12/02/1971	1200	7,2
82191	13/02/1971	1200	5,6
82191	14/02/1971	1200	32,2
82191	15/02/1971	1200	2,2
82191	16/02/1971	1200	22,6
82191	17/02/1971	1200	45,8
82191	18/02/1971	1200	0
82191	19/02/1971	1200	16
82191	20/02/1971	1200	6
82191	21/02/1971	1200	5,8
82191	22/02/1971	1200	8
82191	23/02/1971	1200	7,6
82191	24/02/1971	1200	1,8
82191	25/02/1971	1200	22,4
82191	26/02/1971	1200	0,2
82191	27/02/1971	1200	3,8
82191	28/02/1971	1200	39,2
82191	01/03/1971	1200	6,6
82191	02/03/1971	1200	4
82191	03/03/1971	1200	0
82191	04/03/1971	1200	0
82191	05/03/1971	1200	0,6
82191	06/03/1971	1200	10,2
82191	07/03/1971	1200	1,6
82191	08/03/1971	1200	22
82191	09/03/1971	1200	15
82191	10/03/1971	1200	0
82191	11/03/1971	1200	23,4
82191	12/03/1971	1200	0
82191	13/03/1971	1200	0
82191	14/03/1971	1200	4,8
82191	15/03/1971	1200	6,8
82191	16/03/1971	1200	0
82191	17/03/1971	1200	18,8
82191	18/03/1971	1200	2,4
82191	19/03/1971	1200	7,8
82191	20/03/1971	1200	30
82191	21/03/1971	1200	3,6
82191	22/03/1971	1200	12
82191	23/03/1971	1200	8,6
82191	24/03/1971	1200	17,8
82191	25/03/1971	1200	49,4
82191	26/03/1971	1200	4,6
82191	27/03/1971	1200	3,2
82191	28/03/1971	1200	3,4
82191	29/03/1971	1200	69,6
82191	30/03/1971	1200	2,8
82191	31/03/1971	1200	8,6
82191	01/04/1971	1200	0,4
82191	02/04/1971	1200	2
82191	03/04/1971	1200	8,4
82191	04/04/1971	1200	14,4
82191	05/04/1971	1200	56,8
82191	06/04/1971	1200	1
82191	07/04/1971	1200	0
82191	08/04/1971	1200	13,8
82191	09/04/1971	1200	2,8
82191	10/04/1971	1200	3,4
82191	11/04/1971	1200	3,4
82191	12/04/1971	1200	10,6
82191	13/04/1971	1200	0,6
82191	14/04/1971	1200	13
82191	15/04/1971	1200	18,2
82191	16/04/1971	1200	0,2
82191	17/04/1971	1200	1,1
82191	18/04/1971	1200	0
82191	19/04/1971	1200	18,6
82191	20/04/1971	1200	4
82191	21/04/1971	1200	0,8
82191	22/04/1971	1200	4,2
82191	23/04/1971	1200	38,4
82191	24/04/1971	1200	1,4
82191	25/04/1971	1200	2,4
82191	26/04/1971	1200	13
82191	27/04/1971	1200	12,4
82191	28/04/1971	1200	0,6
82191	29/04/1971	1200	4
82191	30/04/1971	1200	1
82191	01/05/1971	1200	9,6
82191	02/05/1971	1200	7,4
82191	03/05/1971	1200	3,6
82191	04/05/1971	1200	31,4
82191	05/05/1971	1200	50
82191	06/05/1971	1200	17
82191	07/05/1971	1200	10,4
82191	08/05/1971	1200	6
82191	09/05/1971	1200	0,2
82191	10/05/1971	1200	0
82191	11/05/1971	1200	2,4
82191	12/05/1971	1200	17,3
82191	13/05/1971	1200	0
82191	14/05/1971	1200	44,6
82191	15/05/1971	1200	46,2
82191	16/05/1971	1200	95,2
82191	17/05/1971	1200	16,5
82191	18/05/1971	1200	0
82191	19/05/1971	1200	0
82191	20/05/1971	1200	0
82191	21/05/1971	1200	5,6
82191	22/05/1971	1200	24,4
82191	23/05/1971	1200	16
82191	24/05/1971	1200	5,2
82191	25/05/1971	1200	0
82191	26/05/1971	1200	0
82191	27/05/1971	1200	0,4
82191	28/05/1971	1200	22
82191	29/05/1971	1200	1,2
82191	30/05/1971	1200	0,4
82191	31/05/1971	1200	8,4
82191	01/06/1971	1200	2,2
82191	02/06/1971	1200	0,4
82191	03/06/1971	1200	3,8
82191	04/06/1971	1200	4
82191	05/06/1971	1200	1
82191	06/06/1971	1200	2,4
82191	07/06/1971	1200	2,6
82191	08/06/1971	1200	7,6
82191	09/06/1971	1200	4,8
82191	10/06/1971	1200	0
82191	11/06/1971	1200	0
82191	12/06/1971	1200	0
82191	13/06/1971	1200	2,2
82191	14/06/1971	1200	9
82191	15/06/1971	1200	0
82191	16/06/1971	1200	0
82191	17/06/1971	1200	0
82191	18/06/1971	1200	2,6
82191	19/06/1971	1200	0
82191	20/06/1971	1200	0
82191	21/06/1971	1200	0
82191	22/06/1971	1200	0
82191	23/06/1971	1200	14,6
82191	24/06/1971	1200	0,5
82191	25/06/1971	1200	0
82191	26/06/1971	1200	3,6
82191	27/06/1971	1200	13,4
82191	28/06/1971	1200	1
82191	29/06/1971	1200	9,6
82191	30/06/1971	1200	0
82191	01/07/1971	1200	0,2
82191	02/07/1971	1200	12,4
82191	03/07/1971	1200	3,6
82191	04/07/1971	1200	1,2
82191	05/07/1971	1200	14,8
82191	06/07/1971	1200	33
82191	07/07/1971	1200	26,4
82191	08/07/1971	1200	27,6
82191	09/07/1971	1200	22,1
82191	10/07/1971	1200	0
82191	11/07/1971	1200	0
82191	12/07/1971	1200	5
82191	13/07/1971	1200	1,2
82191	14/07/1971	1200	0
82191	15/07/1971	1200	6
82191	16/07/1971	1200	1,2
82191	17/07/1971	1200	1,6
82191	18/07/1971	1200	18,6
82191	19/07/1971	1200	0,2
82191	20/07/1971	1200	5
82191	21/07/1971	1200	2,4
82191	22/07/1971	1200	0
82191	23/07/1971	1200	0,2
82191	24/07/1971	1200	0,8
82191	25/07/1971	1200	0,2
82191	26/07/1971	1200	9,4
82191	27/07/1971	1200	0
82191	28/07/1971	1200	30,2
82191	29/07/1971	1200	8,6
82191	30/07/1971	1200	0,2
82191	31/07/1971	1200	11
82191	01/08/1971	1200	0
82191	02/08/1971	1200	0
82191	03/08/1971	1200	0,2
82191	04/08/1971	1200	4
82191	05/08/1971	1200	15,4
82191	06/08/1971	1200	8,2
82191	07/08/1971	1200	3
82191	08/08/1971	1200	0
82191	09/08/1971	1200	0
82191	10/08/1971	1200	0,4
82191	11/08/1971	1200	0
82191	12/08/1971	1200	1,8
82191	13/08/1971	1200	0,2
82191	14/08/1971	1200	3
82191	15/08/1971	1200	0
82191	16/08/1971	1200	0
82191	17/08/1971	1200	0
82191	18/08/1971	1200	0
82191	19/08/1971	1200	8,6
82191	20/08/1971	1200	25
82191	21/08/1971	1200	1
82191	22/08/1971	1200	0
82191	23/08/1971	1200	0
82191	24/08/1971	1200	0
82191	25/08/1971	1200	0
82191	26/08/1971	1200	0
82191	27/08/1971	1200	8,4
82191	28/08/1971	1200	0,4
82191	29/08/1971	1200	0
82191	30/08/1971	1200	11,4
82191	31/08/1971	1200	0,6
82191	01/09/1971	1200	0
82191	02/09/1971	1200	5,2
82191	03/09/1971	1200	0
82191	04/09/1971	1200	0
82191	05/09/1971	1200	2
82191	06/09/1971	1200	0
82191	07/09/1971	1200	10,2
82191	08/09/1971	1200	4,6
82191	09/09/1971	1200	0
82191	10/09/1971	1200	0
82191	11/09/1971	1200	0
82191	12/09/1971	1200	0
82191	13/09/1971	1200	0
82191	14/09/1971	1200	0
82191	15/09/1971	1200	0
82191	16/09/1971	1200	3,2
82191	17/09/1971	1200	4,8
82191	18/09/1971	1200	0,6
82191	19/09/1971	1200	9,4
82191	20/09/1971	1200	24,2
82191	21/09/1971	1200	0
82191	22/09/1971	1200	6
82191	23/09/1971	1200	0
82191	24/09/1971	1200	7,4
82191	25/09/1971	1200	0
82191	26/09/1971	1200	0,8
82191	27/09/1971	1200	0
82191	28/09/1971	1200	0
82191	29/09/1971	1200	10,4
82191	30/09/1971	1200	0,2
82191	01/10/1971	1200	0
82191	02/10/1971	1200	7
82191	03/10/1971	1200	2
82191	04/10/1971	1200	0
82191	05/10/1971	1200	34
82191	06/10/1971	1200	3
82191	07/10/1971	1200	0,4
82191	08/10/1971	1200	0,2
82191	09/10/1971	1200	0
82191	10/10/1971	1200	0
82191	11/10/1971	1200	11,6
82191	12/10/1971	1200	0
82191	13/10/1971	1200	1,6
82191	14/10/1971	1200	7,2
82191	15/10/1971	1200	0,4
82191	16/10/1971	1200	5,6
82191	17/10/1971	1200	10
82191	18/10/1971	1200	0
82191	19/10/1971	1200	9,2
82191	20/10/1971	1200	3,4
82191	21/10/1971	1200	9,8
82191	22/10/1971	1200	5
82191	23/10/1971	1200	0
82191	24/10/1971	1200	0
82191	25/10/1971	1200	2
82191	26/10/1971	1200	0,8
82191	27/10/1971	1200	11
82191	28/10/1971	1200	6,4
82191	29/10/1971	1200	0
82191	30/10/1971	1200	0,2
82191	31/10/1971	1200	0
82191	01/11/1971	1200	0
82191	02/11/1971	1200	0
82191	03/11/1971	1200	0
82191	04/11/1971	1200	0
82191	05/11/1971	1200	4,2
82191	06/11/1971	1200	4,6
82191	07/11/1971	1200	2,2
82191	08/11/1971	1200	0
82191	09/11/1971	1200	0
82191	10/11/1971	1200	6,4
82191	11/11/1971	1200	2
82191	12/11/1971	1200	3
82191	13/11/1971	1200	0
82191	14/11/1971	1200	0
82191	15/11/1971	1200	0
82191	16/11/1971	1200	0
82191	17/11/1971	1200	0
82191	18/11/1971	1200	0
82191	19/11/1971	1200	0
82191	20/11/1971	1200	42,4
82191	21/11/1971	1200	0
82191	22/11/1971	1200	0
82191	23/11/1971	1200	0
82191	24/11/1971	1200	0
82191	25/11/1971	1200	0
82191	26/11/1971	1200	9,2
82191	27/11/1971	1200	0
82191	28/11/1971	1200	20
82191	29/11/1971	1200	0
82191	30/11/1971	1200	3
82191	01/12/1971	1200	1
82191	02/12/1971	1200	0,8
82191	03/12/1971	1200	0
82191	04/12/1971	1200	0
82191	05/12/1971	1200	9,6
82191	06/12/1971	1200	0
82191	07/12/1971	1200	0,6
82191	08/12/1971	1200	24,6
82191	09/12/1971	1200	2,2
82191	10/12/1971	1200	0
82191	11/12/1971	1200	0
82191	12/12/1971	1200	6,2
82191	13/12/1971	1200	0
82191	14/12/1971	1200	0
82191	15/12/1971	1200	0
82191	16/12/1971	1200	28
82191	17/12/1971	1200	5
82191	18/12/1971	1200	0
82191	19/12/1971	1200	3,8
82191	20/12/1971	1200	0
82191	21/12/1971	1200	9,4
82191	22/12/1971	1200	0
82191	23/12/1971	1200	35,2
82191	24/12/1971	1200	1,2
82191	25/12/1971	1200	2,6
82191	26/12/1971	1200	0
82191	27/12/1971	1200	37,8
82191	28/12/1971	1200	3,6
82191	29/12/1971	1200	2,8
82191	30/12/1971	1200	15,6
82191	31/12/1971	1200	0
82191	01/01/1972	1200	3,6
82191	02/01/1972	1200	0
82191	03/01/1972	1200	3
82191	04/01/1972	1200	13
82191	05/01/1972	1200	12
82191	06/01/1972	1200	21
82191	07/01/1972	1200	12
82191	08/01/1972	1200	0
82191	09/01/1972	1200	9
82191	10/01/1972	1200	1
82191	11/01/1972	1200	14,8
82191	12/01/1972	1200	4
82191	13/01/1972	1200	8,8
82191	14/01/1972	1200	7,6
82191	15/01/1972	1200	28,6
82191	16/01/1972	1200	1,6
82191	17/01/1972	1200	24,8
82191	18/01/1972	1200	0,2
82191	19/01/1972	1200	13,2
82191	20/01/1972	1200	0
82191	21/01/1972	1200	0
82191	22/01/1972	1200	12,6
82191	23/01/1972	1200	13,4
82191	24/01/1972	1200	1
82191	25/01/1972	1200	5,4
82191	26/01/1972	1200	33,4
82191	27/01/1972	1200	2
82191	28/01/1972	1200	0
82191	29/01/1972	1200	49
82191	30/01/1972	1200	0
82191	31/01/1972	1200	39
82191	01/02/1972	1200	5,8
82191	02/02/1972	1200	25
82191	03/02/1972	1200	9,2
82191	04/02/1972	1200	5,6
82191	05/02/1972	1200	4,2
82191	06/02/1972	1200	14,4
82191	07/02/1972	1200	2,8
82191	08/02/1972	1200	10,8
82191	09/02/1972	1200	17,8
82191	10/02/1972	1200	61,4
82191	11/02/1972	1200	7,2
82191	12/02/1972	1200	4,2
82191	13/02/1972	1200	27,8
82191	14/02/1972	1200	1,4
82191	15/02/1972	1200	5
82191	16/02/1972	1200	10,6
82191	17/02/1972	1200	42,8
82191	18/02/1972	1200	43
82191	19/02/1972	1200	1,2
82191	20/02/1972	1200	22,9
82191	21/02/1972	1200	27,4
82191	22/02/1972	1200	2,4
82191	23/02/1972	1200	2,2
82191	24/02/1972	1200	4,2
82191	25/02/1972	1200	6,2
82191	26/02/1972	1200	3,8
82191	27/02/1972	1200	29,6
82191	28/02/1972	1200	18,8
82191	29/02/1972	1200	2,2
82191	01/03/1972	1200	48,4
82191	02/03/1972	1200	11,4
82191	03/03/1972	1200	6,8
82191	04/03/1972	1200	18
82191	05/03/1972	1200	12,2
82191	06/03/1972	1200	19,1
82191	07/03/1972	1200	14,8
82191	08/03/1972	1200	7
82191	09/03/1972	1200	0
82191	10/03/1972	1200	1,2
82191	11/03/1972	1200	5,8
82191	12/03/1972	1200	10,8
82191	13/03/1972	1200	3,8
82191	14/03/1972	1200	7,1
82191	15/03/1972	1200	9,2
82191	16/03/1972	1200	37
82191	17/03/1972	1200	6,8
82191	18/03/1972	1200	20
82191	19/03/1972	1200	20,6
82191	20/03/1972	1200	5,8
82191	21/03/1972	1200	1,2
82191	22/03/1972	1200	27,4
82191	23/03/1972	1200	47,4
82191	24/03/1972	1200	1,8
82191	25/03/1972	1200	7,6
82191	26/03/1972	1200	60,6
82191	27/03/1972	1200	10,6
82191	28/03/1972	1200	2,6
82191	29/03/1972	1200	11
82191	30/03/1972	1200	5,4
82191	31/03/1972	1200	9,8
82191	01/04/1972	1200	11,3
82191	02/04/1972	1200	2,8
82191	03/04/1972	1200	6
82191	04/04/1972	1200	4,4
82191	05/04/1972	1200	15,4
82191	06/04/1972	1200	4,4
82191	07/04/1972	1200	0
82191	08/04/1972	1200	0
82191	09/04/1972	1200	0,2
82191	10/04/1972	1200	0
82191	11/04/1972	1200	3,2
82191	12/04/1972	1200	1,6
82191	13/04/1972	1200	39
82191	14/04/1972	1200	2,8
82191	15/04/1972	1200	26,4
82191	16/04/1972	1200	2,4
82191	17/04/1972	1200	0,8
82191	18/04/1972	1200	4,2
82191	19/04/1972	1200	10
82191	20/04/1972	1200	4,4
82191	21/04/1972	1200	2,4
82191	22/04/1972	1200	12
82191	23/04/1972	1200	20
82191	24/04/1972	1200	3
82191	25/04/1972	1200	9,2
82191	26/04/1972	1200	18,6
82191	27/04/1972	1200	2,2
82191	28/04/1972	1200	0,2
82191	29/04/1972	1200	5,8
82191	30/04/1972	1200	2,4
82191	01/05/1972	1200	21,6
82191	02/05/1972	1200	2,8
82191	03/05/1972	1200	9,6
82191	04/05/1972	1200	9,8
82191	05/05/1972	1200	0
82191	06/05/1972	1200	17,2
82191	07/05/1972	1200	2,8
82191	08/05/1972	1200	3,6
82191	09/05/1972	1200	1,2
82191	10/05/1972	1200	0
82191	11/05/1972	1200	0,8
82191	12/05/1972	1200	0
82191	13/05/1972	1200	0,4
82191	14/05/1972	1200	29,4
82191	15/05/1972	1200	1,8
82191	16/05/1972	1200	35,6
82191	17/05/1972	1200	12,6
82191	18/05/1972	1200	0
82191	19/05/1972	1200	0
82191	20/05/1972	1200	0,6
82191	21/05/1972	1200	14,2
82191	22/05/1972	1200	0
82191	23/05/1972	1200	2,2
82191	24/05/1972	1200	4
82191	25/05/1972	1200	0
82191	26/05/1972	1200	0
82191	27/05/1972	1200	0
82191	28/05/1972	1200	0
82191	29/05/1972	1200	0
82191	30/05/1972	1200	0
82191	31/05/1972	1200	4
82191	01/06/1972	1200	0,2
82191	02/06/1972	1200	3,2
82191	03/06/1972	1200	0
82191	04/06/1972	1200	12
82191	05/06/1972	1200	0,4
82191	06/06/1972	1200	0
82191	07/06/1972	1200	7
82191	08/06/1972	1200	0
82191	09/06/1972	1200	0,2
82191	10/06/1972	1200	0,8
82191	11/06/1972	1200	3,8
82191	12/06/1972	1200	13
82191	13/06/1972	1200	22,6
82191	14/06/1972	1200	0
82191	15/06/1972	1200	24,4
82191	16/06/1972	1200	32,6
82191	17/06/1972	1200	13,6
82191	18/06/1972	1200	0
82191	19/06/1972	1200	0
82191	20/06/1972	1200	0
82191	21/06/1972	1200	0
82191	22/06/1972	1200	0
82191	23/06/1972	1200	0,8
82191	24/06/1972	1200	8
82191	25/06/1972	1200	0
82191	26/06/1972	1200	10,4
82191	27/06/1972	1200	31,8
82191	28/06/1972	1200	0,2
82191	29/06/1972	1200	0,6
82191	30/06/1972	1200	0
82191	01/07/1972	1200	5
82191	02/07/1972	1200	26,6
82191	03/07/1972	1200	17
82191	04/07/1972	1200	21,4
82191	05/07/1972	1200	6
82191	06/07/1972	1200	10
82191	07/07/1972	1200	6,2
82191	08/07/1972	1200	0
82191	09/07/1972	1200	0
82191	10/07/1972	1200	9,6
82191	11/07/1972	1200	2
82191	12/07/1972	1200	0
82191	13/07/1972	1200	21
82191	14/07/1972	1200	16
82191	15/07/1972	1200	0,9
82191	16/07/1972	1200	0,6
82191	17/07/1972	1200	0
82191	18/07/1972	1200	17
82191	19/07/1972	1200	4,2
82191	20/07/1972	1200	8,2
82191	21/07/1972	1200	0,4
82191	22/07/1972	1200	2,6
82191	23/07/1972	1200	0
82191	24/07/1972	1200	0
82191	25/07/1972	1200	0
82191	26/07/1972	1200	3
82191	27/07/1972	1200	0
82191	28/07/1972	1200	0,2
82191	29/07/1972	1200	0
82191	30/07/1972	1200	0
82191	31/07/1972	1200	0,6
82191	01/08/1972	1200	11
82191	02/08/1972	1200	3,4
82191	03/08/1972	1200	0
82191	04/08/1972	1200	0,2
82191	05/08/1972	1200	0
82191	06/08/1972	1200	0
82191	07/08/1972	1200	3
82191	08/08/1972	1200	2,8
82191	09/08/1972	1200	0,4
82191	10/08/1972	1200	2,8
82191	11/08/1972	1200	16,2
82191	12/08/1972	1200	0
82191	13/08/1972	1200	0
82191	14/08/1972	1200	3,2
82191	15/08/1972	1200	0
82191	16/08/1972	1200	0
82191	17/08/1972	1200	2,4
82191	18/08/1972	1200	23,6
82191	19/08/1972	1200	14,2
82191	20/08/1972	1200	0
82191	21/08/1972	1200	4,8
82191	22/08/1972	1200	0
82191	23/08/1972	1200	0
82191	24/08/1972	1200	12
82191	25/08/1972	1200	22
82191	26/08/1972	1200	0
82191	27/08/1972	1200	1
82191	28/08/1972	1200	0
82191	29/08/1972	1200	0,2
82191	30/08/1972	1200	0
82191	31/08/1972	1200	1,6
82191	01/09/1972	1200	11
82191	02/09/1972	1200	10
82191	03/09/1972	1200	2
82191	04/09/1972	1200	0
82191	05/09/1972	1200	14
82191	06/09/1972	1200	1,2
82191	07/09/1972	1200	4,2
82191	08/09/1972	1200	15,2
82191	09/09/1972	1200	26,6
82191	10/09/1972	1200	29,2
82191	11/09/1972	1200	6,8
82191	12/09/1972	1200	0
82191	13/09/1972	1200	0
82191	14/09/1972	1200	0,8
82191	15/09/1972	1200	0
82191	16/09/1972	1200	6
82191	17/09/1972	1200	1,4
82191	18/09/1972	1200	0
82191	19/09/1972	1200	16
82191	20/09/1972	1200	5,6
82191	21/09/1972	1200	4
82191	22/09/1972	1200	18,2
82191	23/09/1972	1200	5,4
82191	24/09/1972	1200	6
82191	25/09/1972	1200	20
82191	26/09/1972	1200	5
82191	27/09/1972	1200	0
82191	28/09/1972	1200	12,2
82191	29/09/1972	1200	0,8
82191	30/09/1972	1200	0
82191	01/10/1972	1200	0
82191	02/10/1972	1200	0
82191	03/10/1972	1200	0
82191	04/10/1972	1200	0
82191	05/10/1972	1200	0
82191	06/10/1972	1200	6,4
82191	07/10/1972	1200	0,4
82191	08/10/1972	1200	0
82191	09/10/1972	1200	0
82191	10/10/1972	1200	0
82191	11/10/1972	1200	4,4
82191	12/10/1972	1200	0
82191	13/10/1972	1200	0
82191	14/10/1972	1200	0
82191	15/10/1972	1200	8,2
82191	16/10/1972	1200	0
82191	17/10/1972	1200	0
82191	18/10/1972	1200	0
82191	19/10/1972	1200	0
82191	20/10/1972	1200	0,6
82191	21/10/1972	1200	10,6
82191	22/10/1972	1200	8,6
82191	23/10/1972	1200	8,5
82191	24/10/1972	1200	1,4
82191	25/10/1972	1200	25,6
82191	26/10/1972	1200	3,5
82191	27/10/1972	1200	0
82191	28/10/1972	1200	5,6
82191	29/10/1972	1200	0
82191	30/10/1972	1200	0
82191	31/10/1972	1200	16
82191	01/11/1972	1200	4,4
82191	02/11/1972	1200	6,6
82191	03/11/1972	1200	1,4
82191	04/11/1972	1200	12,8
82191	05/11/1972	1200	0
82191	06/11/1972	1200	19,4
82191	07/11/1972	1200	3,6
82191	08/11/1972	1200	3,4
82191	09/11/1972	1200	12
82191	10/11/1972	1200	0
82191	11/11/1972	1200	1
82191	12/11/1972	1200	0
82191	13/11/1972	1200	5,5
82191	14/11/1972	1200	0
82191	15/11/1972	1200	1,4
82191	16/11/1972	1200	0,1
82191	17/11/1972	1200	3,4
82191	18/11/1972	1200	0
82191	19/11/1972	1200	0,1
82191	20/11/1972	1200	2,3
82191	21/11/1972	1200	0
82191	22/11/1972	1200	0
82191	23/11/1972	1200	0,2
82191	24/11/1972	1200	0
82191	25/11/1972	1200	2
82191	26/11/1972	1200	0
82191	27/11/1972	1200	0
82191	28/11/1972	1200	0
82191	29/11/1972	1200	0
82191	30/11/1972	1200	0,4
82191	01/12/1972	1200	1,8
82191	02/12/1972	1200	0
82191	03/12/1972	1200	2,3
82191	04/12/1972	1200	0
82191	05/12/1972	1200	0,5
82191	06/12/1972	1200	9,2
82191	07/12/1972	1200	0,2
82191	08/12/1972	1200	0
82191	09/12/1972	1200	13
82191	10/12/1972	1200	17,4
82191	11/12/1972	1200	0,2
82191	12/12/1972	1200	0,1
82191	13/12/1972	1200	7,2
82191	14/12/1972	1200	0,8
82191	15/12/1972	1200	3,2
82191	16/12/1972	1200	41,4
82191	17/12/1972	1200	14,2
82191	18/12/1972	1200	4,6
82191	19/12/1972	1200	13,2
82191	20/12/1972	1200	4,9
82191	21/12/1972	1200	22,3
82191	22/12/1972	1200	20,2
82191	23/12/1972	1200	7,8
82191	24/12/1972	1200	0
82191	25/12/1972	1200	46,6
82191	26/12/1972	1200	0,5
82191	27/12/1972	1200	0,9
82191	28/12/1972	1200	7,2
82191	29/12/1972	1200	32,2
82191	30/12/1972	1200	13,6
82191	31/12/1972	1200	0
82191	01/01/1973	1200	0,7
82191	02/01/1973	1200	8
82191	03/01/1973	1200	20
82191	04/01/1973	1200	6,4
82191	05/01/1973	1200	2,5
82191	06/01/1973	1200	34
82191	07/01/1973	1200	8,8
82191	08/01/1973	1200	19
82191	09/01/1973	1200	3,2
82191	10/01/1973	1200	12,8
82191	11/01/1973	1200	2
82191	12/01/1973	1200	2
82191	13/01/1973	1200	50
82191	14/01/1973	1200	11,9
82191	15/01/1973	1200	23,2
82191	16/01/1973	1200	36,6
82191	17/01/1973	1200	16,6
82191	18/01/1973	1200	17,2
82191	19/01/1973	1200	6,8
82191	20/01/1973	1200	7,6
82191	21/01/1973	1200	6,2
82191	22/01/1973	1200	4,2
82191	23/01/1973	1200	14
82191	24/01/1973	1200	38,5
82191	25/01/1973	1200	0
82191	26/01/1973	1200	0
82191	27/01/1973	1200	0
82191	28/01/1973	1200	0
82191	29/01/1973	1200	0,4
82191	30/01/1973	1200	38,4
82191	31/01/1973	1200	26,6
82191	01/02/1973	1200	22,6
82191	02/02/1973	1200	1,2
82191	03/02/1973	1200	19,6
82191	04/02/1973	1200	0
82191	05/02/1973	1200	3,2
82191	06/02/1973	1200	75,6
82191	07/02/1973	1200	18
82191	08/02/1973	1200	0,2
82191	09/02/1973	1200	18,2
82191	10/02/1973	1200	23,6
82191	11/02/1973	1200	9,8
82191	12/02/1973	1200	42,4
82191	13/02/1973	1200	3
82191	14/02/1973	1200	0,6
82191	15/02/1973	1200	21,6
82191	16/02/1973	1200	0
82191	17/02/1973	1200	91,2
82191	18/02/1973	1200	0
82191	19/02/1973	1200	6
82191	20/02/1973	1200	16,8
82191	21/02/1973	1200	8
82191	22/02/1973	1200	5,2
82191	23/02/1973	1200	15,4
82191	24/02/1973	1200	20,4
82191	25/02/1973	1200	20,8
82191	26/02/1973	1200	0,8
82191	27/02/1973	1200	65,2
82191	28/02/1973	1200	58,8
82191	01/03/1973	1200	1,2
82191	02/03/1973	1200	32
82191	03/03/1973	1200	25
82191	04/03/1973	1200	14
